⚠️ File truncated for preview (showing first 0.5MB of 0.8MB)
────────────────────────────────────────────────────────────

asset_id,asset_type,install_date,age_years,maintenance_date,maintenance_type,failure_mode,downtime_hours,cost_usd,parts_replaced,priority,completed
Motor-0336,Motor,2014-10-30,1.5,2016-05-06,Preventive,,3.8,928.1,No,Normal,Yes
Chlorinator-0552,Chlorinator,2014-02-22,2.2,2016-05-06,Corrective,Electrical-Fault,5.3,4759.88,Yes,High,Yes
Motor-0321,Motor,2014-07-21,1.8,2016-05-07,Emergency,Bearing-Failure,28.4,17071.36,No,Critical,Yes
Meter-0839,Meter,2014-07-13,1.8,2016-05-07,Preventive,,3.3,939.63,No,Normal,Yes
Pipe-Section-0356,Pipe-Section,2016-02-10,0.2,2016-05-08,Corrective,Software-Error,8.6,3981.2,Yes,High,Yes
Meter-0890,Meter,2014-10-09,1.6,2016-05-08,Emergency,Wear,27.4,14496.78,No,Critical,Yes
Valve-0223,Valve,2015-06-29,0.9,2016-05-09,Corrective,Seal-Leak,11.3,5879.26,Yes,High,Yes
Pipe-Section-0423,Pipe-Section,2015-02-04,1.3,2016-05-09,Corrective,Wear,6.6,7999.0,No,High,Yes
Chlorinator-0595,Chlorinator,2015-05-23,1.0,2016-05-12,Preventive,,1.3,1244.69,No,Normal,Yes
Pipe-Section-0442,Pipe-Section,2014-02-17,2.2,2016-05-13,Corrective,Software-Error,11.7,7493.93,Yes,High,Yes
Chlorinator-0487,Chlorinator,2015-12-21,0.4,2016-05-14,Preventive,,1.4,1098.17,No,Normal,Yes
Sensor-0687,Sensor,2015-05-19,1.0,2016-05-15,Calibration,,0.5,383.55,No,Normal,Yes
Sensor-0690,Sensor,2015-04-16,1.1,2016-05-15,Corrective,Wear,7.5,7087.07,Yes,High,Yes
Pump-0022,Pump,2014-03-17,2.2,2016-05-16,Preventive,,2.1,454.49,No,Normal,Yes
Pump-0091,Pump,2015-12-07,0.4,2016-05-16,Emergency,Blockage,47.5,19916.92,No,Critical,Yes
Pump-0120,Pump,2015-10-04,0.6,2016-05-16,Emergency,Mechanical-Break,15.5,12024.43,No,Critical,Yes
Sensor-0696,Sensor,2015-05-13,1.0,2016-05-16,Preventive,,1.6,1440.33,No,Normal,Yes
Pump-0007,Pump,2014-07-11,1.9,2016-05-17,Preventive,,1.1,1205.09,No,Normal,Yes
Filter-0623,Filter,2014-11-05,1.5,2016-05-17,Emergency,Seal-Leak,18.5,16228.36,No,Critical,Yes
Pipe-Section-0373,Pipe-Section,2014-11-06,1.5,2016-05-19,Preventive,,1.1,313.86,No,Normal,Yes
Pump-0016,Pump,2014-05-12,2.0,2016-05-20,Preventive,,2.3,1157.15,No,Normal,Yes
Valve-0162,Valve,2014-10-17,1.6,2016-05-20,Preventive,,1.8,1007.93,No,Normal,Yes
Motor-0300,Motor,2015-03-30,1.1,2016-05-20,Inspection,,1.5,204.64,No,Normal,Yes
Chlorinator-0512,Chlorinator,2015-10-29,0.6,2016-05-20,Corrective,Electrical-Fault,5.2,3992.38,No,High,Yes
Chlorinator-0572,Chlorinator,2014-08-01,1.8,2016-05-21,Preventive,,3.7,1386.95,No,Normal,Yes
Meter-0900,Meter,2016-01-22,0.3,2016-05-21,Emergency,Calibration-Drift,22.8,9111.13,Yes,Critical,Yes
Motor-0305,Motor,2015-07-25,0.8,2016-05-23,Corrective,Electrical-Fault,6.4,5156.86,No,High,Yes
Pipe-Section-0361,Pipe-Section,2015-05-05,1.1,2016-05-24,Preventive,,3.9,647.84,No,Normal,Yes
Pipe-Section-0366,Pipe-Section,2015-10-15,0.6,2016-05-24,Preventive,,3.2,1057.94,No,Normal,Yes
Filter-0633,Filter,2014-10-30,1.6,2016-05-25,Corrective,Mechanical-Break,4.2,6082.28,Yes,High,Yes
Sensor-0750,Sensor,2014-12-03,1.5,2016-05-25,Preventive,,1.3,436.05,No,Normal,Yes
Meter-0882,Meter,2014-03-19,2.2,2016-05-25,Preventive,,2.0,500.42,No,Normal,Yes
Pump-0071,Pump,2014-12-13,1.5,2016-05-28,Preventive,,3.2,1021.06,No,Normal,Yes
Valve-0193,Valve,2014-10-10,1.6,2016-05-28,Preventive,,1.3,1226.91,No,Normal,Yes
Pipe-Section-0459,Pipe-Section,2015-07-01,0.9,2016-05-28,Corrective,Blockage,11.7,3668.01,Yes,High,Yes
Pipe-Section-0465,Pipe-Section,2016-04-09,0.1,2016-05-29,Emergency,Software-Error,43.1,8342.45,Yes,Critical,Yes
Chlorinator-0497,Chlorinator,2014-08-14,1.8,2016-05-29,Preventive,,2.8,1086.47,No,Normal,Yes
Filter-0642,Filter,2014-05-26,2.0,2016-05-29,Preventive,,3.3,291.49,No,Normal,Yes
Pipe-Section-0378,Pipe-Section,2015-07-03,0.9,2016-05-30,Preventive,,1.2,629.66,No,Normal,Yes
Pipe-Section-0426,Pipe-Section,2014-10-13,1.6,2016-05-30,Preventive,,2.8,526.97,No,Normal,Yes
Chlorinator-0537,Chlorinator,2014-03-31,2.2,2016-05-30,Corrective,Wear,2.0,1536.58,No,High,Yes
Chlorinator-0576,Chlorinator,2015-03-16,1.2,2016-05-30,Corrective,Corrosion,5.7,5605.1,Yes,High,Yes
Valve-0175,Valve,2015-04-13,1.1,2016-05-31,Calibration,,1.8,297.87,No,Normal,Yes
Meter-0905,Meter,2014-12-04,1.5,2016-06-01,Preventive,,4.0,660.06,No,Normal,Yes
Pump-0068,Pump,2014-01-15,2.4,2016-06-02,Corrective,Software-Error,11.6,6516.08,No,High,Yes
Pump-0121,Pump,2015-06-13,1.0,2016-06-02,Corrective,Blockage,9.7,5420.38,No,High,Yes
Filter-0632,Filter,2015-09-24,0.7,2016-06-04,Corrective,Seal-Leak,6.8,4945.74,No,High,Yes
Pump-0019,Pump,2016-03-04,0.3,2016-06-05,Emergency,Blockage,44.8,14023.02,Yes,Critical,Yes
Valve-0179,Valve,2016-02-21,0.3,2016-06-06,Emergency,Bearing-Failure,5.8,23882.46,No,Critical,Yes
Chlorinator-0511,Chlorinator,2015-07-13,0.9,2016-06-06,Preventive,,2.4,1041.48,No,Normal,Yes
Filter-0678,Filter,2014-01-30,2.4,2016-06-06,Corrective,Software-Error,7.3,5939.44,Yes,High,Yes
Pump-0098,Pump,2016-01-18,0.4,2016-06-07,Preventive,,1.4,1310.67,No,Normal,Yes
Motor-0339,Motor,2015-10-13,0.7,2016-06-08,Corrective,Calibration-Drift,2.9,4233.27,No,High,Yes
Chlorinator-0528,Chlorinator,2014-05-21,2.1,2016-06-08,Preventive,,3.5,221.26,No,Normal,Yes
Chlorinator-0530,Chlorinator,2014-01-25,2.4,2016-06-08,Preventive,,1.1,469.29,No,Normal,Yes
Meter-0909,Meter,2014-09-14,1.7,2016-06-08,Emergency,Calibration-Drift,30.8,5822.12,No,Critical,Yes
Pump-0082,Pump,2015-11-05,0.6,2016-06-09,Calibration,,1.3,399.96,No,Normal,Yes
Valve-0236,Valve,2014-05-14,2.1,2016-06-09,Preventive,,2.3,1013.32,No,Normal,Yes
Pipe-Section-0440,Pipe-Section,2014-09-02,1.8,2016-06-09,Preventive,,2.9,1218.38,No,Normal,Yes
Filter-0625,Filter,2016-03-23,0.2,2016-06-09,Preventive,,2.5,755.81,No,Normal,Yes
Motor-0271,Motor,2014-10-25,1.6,2016-06-10,Emergency,Calibration-Drift,31.8,23836.31,No,Critical,Yes
Pipe-Section-0436,Pipe-Section,2015-03-08,1.3,2016-06-10,Emergency,Calibration-Drift,26.0,22773.55,Yes,Critical,Yes
Chlorinator-0505,Chlorinator,2014-02-19,2.3,2016-06-10,Preventive,,1.5,1095.54,No,Normal,Yes
Chlorinator-0591,Chlorinator,2015-02-13,1.3,2016-06-10,Corrective,Wear,6.2,4826.39,Yes,High,Yes
Sensor-0698,Sensor,2016-05-05,0.1,2016-06-10,Corrective,Blockage,4.4,7767.27,Yes,High,Yes
Pipe-Section-0430,Pipe-Section,2015-06-11,1.0,2016-06-11,Corrective,Calibration-Drift,11.9,4579.84,No,High,Yes
Sensor-0767,Sensor,2014-12-19,1.5,2016-06-11,Preventive,,1.8,306.4,No,Normal,Yes
Sensor-0821,Sensor,2015-01-15,1.4,2016-06-12,Preventive,,2.0,741.75,No,Normal,Yes
Motor-0239,Motor,2015-10-21,0.6,2016-06-13,Corrective,Corrosion,8.3,1780.14,Yes,High,Yes
Sensor-0736,Sensor,2015-01-12,1.4,2016-06-13,Inspection,,2.0,448.64,No,Normal,Yes
Valve-0204,Valve,2014-02-07,2.4,2016-06-14,Preventive,,0.6,447.42,No,Normal,Yes
Pipe-Section-0474,Pipe-Section,2015-10-14,0.7,2016-06-14,Corrective,Bearing-Failure,2.0,2069.53,No,High,Yes
Pipe-Section-0412,Pipe-Section,2015-04-30,1.1,2016-06-15,Corrective,Seal-Leak,2.8,5263.85,Yes,High,Yes
Filter-0628,Filter,2016-05-04,0.1,2016-06-15,Corrective,Software-Error,9.4,7195.35,No,High,Yes
Filter-0685,Filter,2014-11-07,1.6,2016-06-15,Preventive,,3.3,248.18,No,Normal,Yes
Sensor-0740,Sensor,2016-01-26,0.4,2016-06-15,Preventive,,1.5,486.96,No,Normal,Yes
Pump-0075,Pump,2016-02-11,0.3,2016-06-16,Preventive,,3.6,851.5,No,Normal,Yes
Pipe-Section-0461,Pipe-Section,2014-04-10,2.2,2016-06-17,Emergency,Electrical-Fault,38.1,21514.92,No,Critical,Yes
Filter-0663,Filter,2015-01-22,1.4,2016-06-17,Corrective,Mechanical-Break,10.5,3352.91,No,High,Yes
Filter-0622,Filter,2014-04-13,2.2,2016-06-18,Preventive,,3.5,971.12,No,Normal,Yes
Meter-0875,Meter,2015-03-21,1.2,2016-06-18,Preventive,,1.1,430.67,No,Normal,Yes
Pump-0108,Pump,2015-04-24,1.2,2016-06-19,Preventive,,0.6,1310.89,No,Normal,Yes
Pipe-Section-0479,Pipe-Section,2014-10-09,1.7,2016-06-19,Corrective,Software-Error,9.5,7723.52,No,High,Yes
Filter-0629,Filter,2014-12-03,1.5,2016-06-19,Preventive,,0.8,317.4,No,Normal,Yes
Sensor-0805,Sensor,2015-02-20,1.3,2016-06-19,Emergency,Seal-Leak,16.3,16102.19,Yes,Critical,Yes
Valve-0223,Valve,2015-06-29,1.0,2016-06-20,Calibration,,0.7,103.74,No,Normal,Yes
Pipe-Section-0475,Pipe-Section,2015-06-16,1.0,2016-06-20,Corrective,Electrical-Fault,1.3,5030.06,No,High,Yes
Meter-0908,Meter,2014-05-23,2.1,2016-06-20,Preventive,,3.1,479.46,No,Normal,Yes
Meter-0917,Meter,2015-12-24,0.5,2016-06-20,Preventive,,3.2,762.45,No,Normal,Yes
Motor-0321,Motor,2014-07-21,1.9,2016-06-21,Calibration,,1.3,446.9,No,Normal,Yes
Sensor-0820,Sensor,2015-05-20,1.1,2016-06-22,Preventive,,3.6,601.92,No,Normal,Yes
Pipe-Section-0408,Pipe-Section,2016-01-21,0.4,2016-06-23,Corrective,Seal-Leak,2.9,7011.09,Yes,High,Yes
Chlorinator-0488,Chlorinator,2014-07-15,1.9,2016-06-23,Preventive,,1.6,986.72,No,Normal,Yes
Meter-0888,Meter,2015-05-28,1.1,2016-06-23,Preventive,,1.5,922.59,No,Normal,Yes
Valve-0228,Valve,2015-06-02,1.1,2016-06-24,Preventive,,3.9,405.57,No,Normal,Yes
Filter-0669,Filter,2016-05-06,0.1,2016-06-24,Corrective,Corrosion,4.0,1848.71,No,High,Yes
Motor-0300,Motor,2015-03-30,1.2,2016-06-25,Emergency,Bearing-Failure,30.9,6078.44,No,Critical,Yes
Pipe-Section-0388,Pipe-Section,2015-01-15,1.4,2016-06-25,Preventive,,3.2,870.64,No,Normal,Yes
Pipe-Section-0359,Pipe-Section,2014-10-11,1.7,2016-06-27,Preventive,,3.8,215.55,No,Normal,Yes
Pump-0022,Pump,2014-03-17,2.3,2016-06-28,Inspection,,0.7,181.79,No,Normal,Yes
Sensor-0753,Sensor,2015-05-19,1.1,2016-06-30,Inspection,,1.0,142.31,No,Normal,Yes
Meter-0855,Meter,2014-01-28,2.4,2016-06-30,Corrective,Wear,5.1,1425.46,Yes,High,Yes
Valve-0190,Valve,2014-04-28,2.2,2016-07-01,Preventive,,3.3,1058.99,No,Normal,Yes
Meter-0890,Meter,2014-10-09,1.7,2016-07-01,Corrective,Blockage,6.5,4322.02,Yes,High,Yes
Pipe-Section-0404,Pipe-Section,2014-11-24,1.6,2016-07-02,Preventive,,0.8,1136.74,No,Normal,Yes
Filter-0601,Filter,2014-11-07,1.7,2016-07-02,Corrective,Corrosion,2.1,3557.1,No,High,Yes
Pipe-Section-0403,Pipe-Section,2015-07-28,0.9,2016-07-03,Preventive,,2.6,506.64,No,Normal,Yes
Pump-0006,Pump,2015-05-22,1.1,2016-07-04,Preventive,,2.7,1220.27,No,Normal,Yes
Sensor-0775,Sensor,2016-02-15,0.4,2016-07-04,Preventive,,3.9,635.82,No,Normal,Yes
Sensor-0802,Sensor,2015-06-15,1.1,2016-07-04,Preventive,,2.9,1414.26,No,Normal,Yes
Meter-0854,Meter,2015-10-11,0.7,2016-07-04,Corrective,Electrical-Fault,5.5,1846.96,Yes,High,Yes
Sensor-0770,Sensor,2014-09-28,1.8,2016-07-05,Corrective,Bearing-Failure,3.1,5283.12,No,High,Yes
Sensor-0777,Sensor,2014-09-29,1.8,2016-07-05,Preventive,,1.6,773.57,No,Normal,Yes
Pump-0068,Pump,2014-01-15,2.5,2016-07-06,Corrective,Corrosion,4.3,7797.79,Yes,High,Yes
Motor-0290,Motor,2015-04-22,1.2,2016-07-06,Preventive,,3.8,394.95,No,Normal,Yes
Pipe-Section-0384,Pipe-Section,2016-03-03,0.3,2016-07-06,Preventive,,3.8,314.75,No,Normal,Yes
Pump-0019,Pump,2016-03-04,0.3,2016-07-07,Corrective,Mechanical-Break,5.5,6360.42,Yes,High,Yes
Valve-0149,Valve,2014-06-06,2.1,2016-07-07,Preventive,,0.5,1200.95,No,Normal,Yes
Valve-0193,Valve,2014-10-10,1.7,2016-07-07,Inspection,,0.6,154.13,No,Normal,Yes
Sensor-0692,Sensor,2016-01-19,0.5,2016-07-07,Preventive,,3.5,813.61,No,Normal,Yes
Pump-0020,Pump,2015-07-22,1.0,2016-07-08,Preventive,,1.3,327.62,No,Normal,Yes
Chlorinator-0487,Chlorinator,2015-12-21,0.6,2016-07-09,Emergency,Blockage,8.5,7276.92,No,Critical,Yes
Chlorinator-0497,Chlorinator,2014-08-14,1.9,2016-07-09,Inspection,,1.1,282.36,No,Normal,Yes
Filter-0640,Filter,2016-02-13,0.4,2016-07-09,Preventive,,0.6,337.41,No,Normal,Yes
Sensor-0808,Sensor,2015-05-08,1.2,2016-07-09,Preventive,,2.4,290.59,No,Normal,Yes
Motor-0247,Motor,2014-03-01,2.4,2016-07-10,Preventive,,3.6,720.54,No,Normal,Yes
Sensor-0743,Sensor,2015-07-26,1.0,2016-07-11,Preventive,,3.8,1017.7,No,Normal,Yes
Meter-0879,Meter,2015-04-23,1.2,2016-07-11,Corrective,Software-Error,10.2,1634.39,Yes,High,Yes
Chlorinator-0576,Chlorinator,2015-03-16,1.3,2016-07-12,Preventive,,1.1,1429.82,No,Normal,Yes
Sensor-0761,Sensor,2016-03-22,0.3,2016-07-12,Corrective,Electrical-Fault,2.3,3974.35,Yes,High,Yes
Pump-0038,Pump,2014-02-28,2.4,2016-07-13,Corrective,Wear,4.6,4863.07,Yes,High,Yes
Valve-0210,Valve,2014-09-19,1.8,2016-07-13,Preventive,,3.4,1021.11,No,Normal,Yes
Pipe-Section-0366,Pipe-Section,2015-10-15,0.7,2016-07-13,Corrective,Seal-Leak,6.0,5049.21,Yes,High,Yes
Pipe-Section-0387,Pipe-Section,2015-11-27,0.6,2016-07-13,Corrective,Electrical-Fault,3.0,3744.67,No,High,Yes
Pump-0098,Pump,2016-01-18,0.5,2016-07-14,Emergency,Blockage,15.0,6963.25,No,Critical,Yes
Pipe-Section-0459,Pipe-Section,2015-07-01,1.0,2016-07-14,Emergency,Electrical-Fault,21.4,12734.89,Yes,Critical,Yes
Meter-0903,Meter,2014-10-16,1.7,2016-07-14,Inspection,,0.4,446.17,No,Normal,Yes
Motor-0276,Motor,2016-03-11,0.3,2016-07-15,Preventive,,2.2,608.84,No,Normal,Yes
Sensor-0792,Sensor,2016-02-18,0.4,2016-07-15,Preventive,,2.1,854.72,No,Normal,Yes
Sensor-0800,Sensor,2015-11-22,0.6,2016-07-15,Preventive,,2.1,273.8,No,Normal,Yes
Pump-0058,Pump,2015-08-24,0.9,2016-07-16,Preventive,,0.8,800.61,No,Normal,Yes
Sensor-0762,Sensor,2014-05-21,2.2,2016-07-16,Preventive,,0.6,1497.96,No,Normal,Yes
Pump-0121,Pump,2015-06-13,1.1,2016-07-17,Emergency,Blockage,33.1,18096.34,Yes,Critical,Yes
Filter-0681,Filter,2014-11-20,1.7,2016-07-17,Preventive,,1.9,662.89,No,Normal,Yes
Sensor-0776,Sensor,2016-04-02,0.3,2016-07-17,Corrective,Bearing-Failure,8.2,5994.22,Yes,High,Yes
Valve-0213,Valve,2015-06-19,1.1,2016-07-19,Preventive,,1.4,1365.34,No,Normal,Yes
Chlorinator-0546,Chlorinator,2015-07-05,1.0,2016-07-19,Preventive,,3.3,471.82,No,Normal,Yes
Filter-0602,Filter,2016-06-06,0.1,2016-07-19,Emergency,Blockage,16.6,19416.42,Yes,Critical,Yes
Pipe-Section-0373,Pipe-Section,2014-11-06,1.7,2016-07-20,Corrective,Seal-Leak,2.0,7972.92,Yes,High,Yes
Sensor-0703,Sensor,2014-06-01,2.1,2016-07-20,Corrective,Mechanical-Break,1.4,7780.61,No,High,Yes
Pump-0007,Pump,2014-07-11,2.0,2016-07-21,Preventive,,1.1,1401.85,No,Normal,Yes
Pump-0108,Pump,2015-04-24,1.2,2016-07-21,Emergency,Blockage,6.4,19192.91,No,Critical,Yes
Valve-0219,Valve,2014-03-31,2.3,2016-07-21,Corrective,Bearing-Failure,1.7,7927.65,Yes,High,Yes
Motor-0304,Motor,2015-12-06,0.6,2016-07-21,Preventive,,1.0,1166.82,No,Normal,Yes
Pipe-Section-0440,Pipe-Section,2014-09-02,1.9,2016-07-21,Corrective,Wear,5.2,7321.47,No,High,Yes
Pipe-Section-0482,Pipe-Section,2015-11-11,0.7,2016-07-21,Preventive,,1.0,1141.8,No,Normal,Yes
Chlorinator-0519,Chlorinator,2015-09-07,0.9,2016-07-23,Preventive,,1.3,1300.1,No,Normal,Yes
Sensor-0694,Sensor,2014-05-14,2.2,2016-07-23,Preventive,,2.1,525.27,No,Normal,Yes
Motor-0313,Motor,2015-05-30,1.2,2016-07-24,Preventive,,3.9,315.93,No,Normal,Yes
Chlorinator-0547,Chlorinator,2014-12-01,1.6,2016-07-25,Preventive,,2.5,328.18,No,Normal,Yes
Pipe-Section-0359,Pipe-Section,2014-10-11,1.8,2016-07-27,Corrective,Bearing-Failure,8.7,2739.03,Yes,High,Yes
Pipe-Section-0478,Pipe-Section,2015-10-05,0.8,2016-07-27,Preventive,,2.1,1214.6,No,Normal,Yes
Filter-0651,Filter,2014-08-13,2.0,2016-07-27,Emergency,Wear,35.1,14506.62,Yes,Critical,Yes
Sensor-0767,Sensor,2014-12-19,1.6,2016-07-27,Corrective,Software-Error,2.2,2131.27,No,High,Yes
Meter-0912,Meter,2015-11-25,0.7,2016-07-29,Preventive,,3.9,830.28,No,Normal,Yes
Pipe-Section-0465,Pipe-Section,2016-04-09,0.3,2016-07-30,Preventive,,0.6,520.08,No,Normal,Yes
Sensor-0717,Sensor,2014-05-10,2.2,2016-08-01,Corrective,Electrical-Fault,11.9,3941.95,Yes,High,Yes
Pump-0082,Pump,2015-11-05,0.7,2016-08-03,Emergency,Corrosion,47.7,21504.92,Yes,Critical,Yes
Motor-0344,Motor,2015-10-06,0.8,2016-08-03,Preventive,,1.3,720.1,No,Normal,Yes
Chlorinator-0577,Chlorinator,2015-02-07,1.5,2016-08-03,Preventive,,3.3,737.61,No,Normal,Yes
Pipe-Section-0417,Pipe-Section,2016-06-01,0.2,2016-08-04,Inspection,,1.4,493.92,No,Normal,Yes
Sensor-0706,Sensor,2015-08-13,1.0,2016-08-04,Preventive,,1.0,1325.74,No,Normal,Yes
Pump-0074,Pump,2015-02-22,1.5,2016-08-05,Preventive,,3.0,456.49,No,Normal,Yes
Valve-0223,Valve,2015-06-29,1.1,2016-08-05,Calibration,,2.0,428.58,No,Normal,Yes
Motor-0294,Motor,2015-07-15,1.1,2016-08-05,Preventive,,2.4,1301.67,No,Normal,Yes
Chlorinator-0508,Chlorinator,2015-07-29,1.0,2016-08-05,Preventive,,2.3,1304.79,No,Normal,Yes
Filter-0650,Filter,2014-07-27,2.0,2016-08-05,Preventive,,1.0,830.33,No,Normal,Yes
Motor-0316,Motor,2014-04-07,2.3,2016-08-06,Preventive,,1.1,248.93,No,Normal,Yes
Pump-0118,Pump,2015-05-23,1.2,2016-08-07,Preventive,,1.5,398.47,No,Normal,Yes
Motor-0275,Motor,2015-05-20,1.2,2016-08-07,Calibration,,1.5,341.63,No,Normal,Yes
Motor-0336,Motor,2014-10-30,1.8,2016-08-07,Corrective,Software-Error,9.8,2086.49,No,High,Yes
Pipe-Section-0361,Pipe-Section,2015-05-05,1.3,2016-08-07,Corrective,Electrical-Fault,3.6,1130.94,No,High,Yes
Pipe-Section-0434,Pipe-Section,2015-06-24,1.1,2016-08-07,Preventive,,2.3,631.98,No,Normal,Yes
Chlorinator-0499,Chlorinator,2016-04-06,0.3,2016-08-07,Inspection,,1.5,358.41,No,Normal,Yes
Pump-0049,Pump,2016-04-02,0.4,2016-08-09,Preventive,,3.1,357.79,No,Normal,Yes
Pump-0071,Pump,2014-12-13,1.7,2016-08-09,Emergency,Electrical-Fault,6.6,18902.52,No,Critical,Yes
Pump-0085,Pump,2014-06-18,2.1,2016-08-09,Emergency,Mechanical-Break,45.2,14299.44,Yes,Critical,Yes
Pump-0091,Pump,2015-12-07,0.7,2016-08-09,Preventive,,0.8,201.2,No,Normal,Yes
Pipe-Section-0454,Pipe-Section,2015-11-30,0.7,2016-08-09,Corrective,Corrosion,5.7,4557.34,Yes,High,Yes
Meter-0860,Meter,2016-05-05,0.3,2016-08-09,Corrective,Bearing-Failure,4.4,1572.25,No,High,Yes
Pump-0036,Pump,2014-03-23,2.4,2016-08-10,Preventive,,3.1,707.91,No,Normal,Yes
Pump-0051,Pump,2015-01-08,1.6,2016-08-10,Corrective,Mechanical-Break,8.2,1671.24,No,High,Yes
Motor-0279,Motor,2014-05-16,2.2,2016-08-10,Preventive,,3.2,1213.79,No,Normal,Yes
Pipe-Section-0442,Pipe-Section,2014-02-17,2.5,2016-08-10,Preventive,,3.5,948.63,No,Normal,Yes
Meter-0916,Meter,2016-02-12,0.5,2016-08-10,Corrective,Wear,3.5,1305.87,No,High,Yes
Valve-0176,Valve,2016-07-11,0.1,2016-08-11,Emergency,Bearing-Failure,32.2,22937.14,Yes,Critical,Yes
Sensor-0764,Sensor,2016-02-16,0.5,2016-08-11,Emergency,Seal-Leak,22.3,13593.55,Yes,Critical,Yes
Valve-0146,Valve,2015-08-19,1.0,2016-08-12,Preventive,,2.9,1456.19,No,Normal,Yes
Sensor-0698,Sensor,2016-05-05,0.3,2016-08-12,Corrective,Wear,8.6,2521.66,Yes,High,Yes
Chlorinator-0539,Chlorinator,2014-10-15,1.8,2016-08-13,Preventive,,2.5,570.53,No,Normal,Yes
Chlorinator-0555,Chlorinator,2014-07-10,2.1,2016-08-13,Preventive,,2.7,1371.27,No,Normal,Yes
Filter-0626,Filter,2014-07-17,2.1,2016-08-13,Corrective,Seal-Leak,5.7,3064.7,No,High,Yes
Pump-0023,Pump,2014-06-13,2.2,2016-08-14,Corrective,Mechanical-Break,2.4,3839.01,Yes,High,Yes
Pipe-Section-0443,Pipe-Section,2015-05-06,1.3,2016-08-14,Preventive,,1.0,988.44,No,Normal,Yes
Filter-0667,Filter,2015-09-01,1.0,2016-08-14,Preventive,,3.7,462.17,No,Normal,Yes
Sensor-0739,Sensor,2015-01-28,1.5,2016-08-14,Corrective,Seal-Leak,11.2,4029.68,No,High,Yes
Pump-0032,Pump,2015-05-20,1.2,2016-08-15,Preventive,,2.3,1495.63,No,Normal,Yes
Pump-0068,Pump,2014-01-15,2.6,2016-08-15,Corrective,Wear,6.1,6147.7,No,High,Yes
Valve-0178,Valve,2015-11-07,0.8,2016-08-15,Preventive,,2.3,851.32,No,Normal,Yes
Pipe-Section-0366,Pipe-Section,2015-10-15,0.8,2016-08-15,Emergency,Calibration-Drift,13.4,19609.42,Yes,Critical,Yes
Meter-0888,Meter,2015-05-28,1.2,2016-08-15,Corrective,Seal-Leak,3.9,7861.55,No,High,Yes
Chlorinator-0491,Chlorinator,2016-03-01,0.5,2016-08-16,Calibration,,1.1,340.53,No,Normal,Yes
Sensor-0741,Sensor,2015-10-31,0.8,2016-08-16,Preventive,,3.4,1055.72,No,Normal,Yes
Meter-0894,Meter,2014-09-12,1.9,2016-08-16,Corrective,Corrosion,4.6,4729.03,No,High,Yes
Motor-0276,Motor,2016-03-11,0.4,2016-08-17,Emergency,Blockage,29.2,5504.53,No,Critical,Yes
Pipe-Section-0403,Pipe-Section,2015-07-28,1.1,2016-08-17,Corrective,Software-Error,8.4,5107.26,No,High,Yes
Motor-0321,Motor,2014-07-21,2.1,2016-08-18,Corrective,Mechanical-Break,1.2,4882.1,No,High,Yes
Meter-0890,Meter,2014-10-09,1.9,2016-08-18,Calibration,,0.9,265.38,No,Normal,Yes
Sensor-0743,Sensor,2015-07-26,1.1,2016-08-19,Corrective,Mechanical-Break,5.3,2818.94,No,High,Yes
Pump-0108,Pump,2015-04-24,1.3,2016-08-20,Calibration,,1.8,303.66,No,Normal,Yes
Sensor-0696,Sensor,2015-05-13,1.3,2016-08-20,Preventive,,1.3,750.38,No,Normal,Yes
Motor-0304,Motor,2015-12-06,0.7,2016-08-21,Corrective,Mechanical-Break,5.4,5922.32,Yes,High,Yes
Chlorinator-0522,Chlorinator,2014-12-26,1.7,2016-08-21,Preventive,,2.0,528.66,No,Normal,Yes
Pipe-Section-0385,Pipe-Section,2016-07-06,0.1,2016-08-22,Emergency,Software-Error,38.5,14180.09,Yes,Critical,Yes
Chlorinator-0526,Chlorinator,2016-05-25,0.2,2016-08-22,Preventive,,2.5,919.4,No,Normal,Yes
Filter-0642,Filter,2014-05-26,2.2,2016-08-22,Corrective,Software-Error,10.0,3481.01,Yes,High,Yes
Sensor-0828,Sensor,2015-05-06,1.3,2016-08-22,Corrective,Mechanical-Break,8.2,1970.99,Yes,High,Yes
Motor-0305,Motor,2015-07-25,1.1,2016-08-23,Preventive,,3.8,848.46,No,Normal,Yes
Sensor-0699,Sensor,2016-04-17,0.4,2016-08-24,Preventive,,1.2,1295.0,No,Normal,Yes
Sensor-0731,Sensor,2015-02-23,1.5,2016-08-24,Preventive,,3.0,923.5,No,Normal,Yes
Chlorinator-0505,Chlorinator,2014-02-19,2.5,2016-08-25,Corrective,Wear,6.5,6318.11,Yes,High,Yes
Pump-0011,Pump,2015-05-20,1.3,2016-08-26,Preventive,,1.1,1146.16,No,Normal,Yes
Chlorinator-0547,Chlorinator,2014-12-01,1.7,2016-08-26,Preventive,,1.3,344.08,No,Normal,Yes
Valve-0192,Valve,2014-07-23,2.1,2016-08-27,Emergency,Blockage,31.8,17842.34,Yes,Critical,Yes
Pipe-Section-0356,Pipe-Section,2016-02-10,0.5,2016-08-27,Preventive,,3.5,715.11,No,Normal,Yes
Chlorinator-0532,Chlorinator,2015-01-12,1.6,2016-08-27,Preventive,,1.2,947.52,No,Normal,Yes
Filter-0629,Filter,2014-12-03,1.7,2016-08-27,Inspection,,1.2,408.72,No,Normal,Yes
